Chromosome,Start,End,Length (bp),Methods
Supercontig_12.7,1105901,1106000,100,Depth
Supercontig_12.7,1107151,1107300,150,Het
Supercontig_12.7,1107551,1108000,450,Depth
Supercontig_12.7,1112151,1112550,400,Depth
Supercontig_12.7,1112601,1113000,400,Blast
Supercontig_12.7,1113201,1113700,500,Depth
Supercontig_12.7,1114101,1114200,100,Depth
Supercontig_12.7,1116401,1116600,200,Depth
Supercontig_12.7,1117401,1117450,50,"Blast,Depth"
Supercontig_12.7,1117451,1117600,150,"Blast,Depth,Het"
Supercontig_12.7,1117601,1117800,200,"Blast,Het"
Supercontig_12.7,1117801,1118200,400,"Depth,Het"
Supercontig_12.7,1118201,1118400,200,"Blast,Depth,Het"
Supercontig_12.7,1118401,1118600,200,"Depth,Het"
Supercontig_12.7,1118601,1119400,800,"Blast,Het"
Supercontig_12.7,1119401,1119600,200,Het
Supercontig_12.7,1119601,1119694,94,"Blast,Het"
Supercontig_12.7,1119695,1120002,308,"Blast,Het,Period"
Supercontig_12.7,1120003,1120200,198,"Blast,Het"
Supercontig_12.7,1120201,1120400,200,Het
Supercontig_12.7,1120401,1120950,550,"Blast,Het"
Supercontig_12.7,1120951,1121000,50,"Blast,Depth,Het"
Supercontig_12.7,1121001,1121600,600,"Depth,Het"
Supercontig_12.7,1121601,1121800,200,"Blast,Depth,Het"
Supercontig_12.7,1121801,1121900,100,"Depth,Het"
Supercontig_12.7,1121901,1122000,100,Het
Supercontig_12.7,1122201,1122300,100,Depth
Supercontig_12.7,1122601,1122700,100,Blast
Supercontig_12.7,1122701,1122800,100,"Blast,Depth,Het"
Supercontig_12.7,1122801,1123000,200,"Blast,Het"
Supercontig_12.7,1123001,1123200,200,"Depth,Het"
Supercontig_12.7,1123201,1123400,200,"Blast,Depth,Het"
Supercontig_12.7,1123401,1123450,50,"Depth,Het"
Supercontig_12.7,1123451,1123600,150,Het
Supercontig_12.7,1123601,1124200,600,"Blast,Het"
Supercontig_12.7,1124201,1124400,200,"Blast,Depth,Het"
Supercontig_12.7,1124401,1124450,50,"Depth,Het"
Supercontig_12.7,1124451,1124650,200,Het
Supercontig_12.7,1124651,1125000,350,"Depth,Het"
Supercontig_12.7,1125001,1125600,600,"Blast,Het"
Supercontig_12.7,1125601,1126082,482,"Blast,Depth,Het"
Supercontig_12.7,1126083,1126487,405,"Blast,Depth,Het,Period"
Supercontig_12.7,1126488,1126550,63,"Blast,Depth,Het"
Supercontig_12.7,1126551,1127150,600,"Blast,Het"
Supercontig_12.7,1127151,1127200,50,Blast
Supercontig_12.7,1127398,1127400,3,Period
Supercontig_12.7,1127401,1127450,50,"Blast,Period"
Supercontig_12.7,1127451,1127650,200,"Blast,Het,Period"
Supercontig_12.7,1127651,1128100,450,"Blast,Depth,Het,Period"
Supercontig_12.7,1128101,1128900,800,"Blast,Het,Period"
Supercontig_12.7,1128901,1129300,400,"Blast,Period"
Supercontig_12.7,1129301,1130500,1200,"Blast,Het,Period"
Supercontig_12.7,1130501,1131000,500,"Blast,Depth,Het,Period"
Supercontig_12.7,1131001,1132247,1247,"Blast,Het,Period"
Supercontig_12.7,1132248,1132443,196,"Blast,Het"
Supercontig_12.7,1132444,1132800,357,"Blast,Het,Period"
Supercontig_12.7,1132801,1132900,100,"Het,Period"
Supercontig_12.7,1132901,1133000,100,Period
Supercontig_12.7,1133001,1133100,100,"Blast,Period"
Supercontig_12.7,1133101,1133150,50,"Blast,Het,Period"
Supercontig_12.7,1133151,1133950,800,"Blast,Depth,Het,Period"
Supercontig_12.7,1133951,1134250,300,"Blast,Het,Period"
Supercontig_12.7,1134251,1134750,500,"Blast,Depth,Het,Period"
Supercontig_12.7,1134751,1135800,1050,"Blast,Het,Period"
Supercontig_12.7,1135801,1137400,1600,"Blast,Depth,Het,Period"
Supercontig_12.7,1137401,1137650,250,"Blast,Het,Period"
Supercontig_12.7,1137651,1138050,400,"Blast,Depth,Het,Period"
Supercontig_12.7,1138051,1138450,400,"Blast,Het,Period"
Supercontig_12.7,1138451,1139400,950,"Blast,Depth,Het,Period"
Supercontig_12.7,1139401,1140550,1150,"Blast,Het,Period"
Supercontig_12.7,1140551,1141200,650,"Blast,Depth,Het,Period"
Supercontig_12.7,1141201,1141400,200,"Het,Period"
Supercontig_12.7,1141401,1141450,50,"Blast,Het,Period"
Supercontig_12.7,1141451,1141700,250,"Blast,Depth,Het,Period"
Supercontig_12.7,1141701,1141900,200,"Blast,Het,Period"
Supercontig_12.7,1141901,1142450,550,"Blast,Period"
Supercontig_12.7,1142451,1142550,100,"Blast,Het,Period"
Supercontig_12.7,1142551,1142750,200,"Blast,Depth,Het,Period"
Supercontig_12.7,1142751,1143000,250,"Blast,Het,Period"
Supercontig_12.7,1143001,1143650,650,"Blast,Depth,Het,Period"
Supercontig_12.7,1143651,1144150,500,"Blast,Het,Period"
Supercontig_12.7,1144151,1145400,1250,"Blast,Depth,Het,Period"
Supercontig_12.7,1145401,1145600,200,"Blast,Het,Period"
Supercontig_12.7,1145601,1146500,900,"Blast,Depth,Het,Period"
Supercontig_12.7,1146501,1146600,100,"Blast,Het,Period"
Supercontig_12.7,1146601,1146950,350,"Blast,Period"
Supercontig_12.7,1146951,1147050,100,"Blast,Depth,Period"
Supercontig_12.7,1147051,1147250,200,"Blast,Period"
Supercontig_12.7,1147251,1147500,250,"Blast,Het,Period"
Supercontig_12.7,1147501,1148050,550,"Blast,Period"
Supercontig_12.7,1148051,1148150,100,"Blast,Depth,Period"
Supercontig_12.7,1148151,1148400,250,"Blast,Depth,Het,Period"
Supercontig_12.7,1148401,1148546,146,"Blast,Het,Period"
Supercontig_12.7,1148547,1148650,104,"Blast,Het"
Supercontig_12.7,1148651,1148800,150,"Blast,Depth,Het"
Supercontig_12.7,1148801,1149000,200,"Depth,Het"
Supercontig_12.7,1149001,1149200,200,"Blast,Depth,Het"
Supercontig_12.7,1149201,1149650,450,"Depth,Het"
Supercontig_12.7,1151951,1152100,150,Depth
Supercontig_12.7,1153001,1153400,400,Depth
Supercontig_12.7,1153701,1153850,150,Het
Supercontig_12.7,1154651,1154800,150,Depth
Supercontig_12.7,1155201,1155400,200,Depth
Supercontig_12.7,1155451,1155600,150,Het
Supercontig_12.7,1155851,1156500,650,Depth
Supercontig_12.7,1156901,1157000,100,Depth
Supercontig_12.7,1157001,1157050,50,"Blast,Depth"
Supercontig_12.7,1157051,1157200,150,"Blast,Depth,Het"
Supercontig_12.7,1157201,1157400,200,Depth
Supercontig_12.7,1157401,1157500,100,"Blast,Depth"
Supercontig_12.7,1157501,1157600,100,Blast
Supercontig_12.7,1158051,1158200,150,Het
Supercontig_12.7,1160351,1160800,450,Depth
Supercontig_12.7,1161501,1162000,500,Depth
Supercontig_12.7,1162001,1162055,55,"Blast,Depth"
Supercontig_12.7,1162056,1162100,45,"Blast,Depth,Period"
Supercontig_12.7,1162101,1162250,150,"Blast,Period"
Supercontig_12.7,1162251,1162600,350,"Blast,Het,Period"
Supercontig_12.7,1162601,1162700,100,"Blast,Depth,Het,Period"
Supercontig_12.7,1162701,1162750,50,"Blast,Het,Period"
Supercontig_12.7,1162751,1163050,300,"Blast,Period"
Supercontig_12.7,1163051,1163900,850,"Blast,Het,Period"
Supercontig_12.7,1163901,1165100,1200,"Blast,Depth,Het,Period"
Supercontig_12.7,1165101,1165350,250,"Blast,Het,Period"
Supercontig_12.7,1165351,1165600,250,"Blast,Depth,Het,Period"
Supercontig_12.7,1165601,1165800,200,"Blast,Depth,Period"
Supercontig_12.7,1165801,1166400,600,"Blast,Depth,Het,Period"
Supercontig_12.7,1166401,1166500,100,"Depth,Het,Period"
Supercontig_12.7,1166501,1166507,7,Period
Supercontig_12.7,1167851,1167950,100,Depth
Supercontig_12.7,1168351,1168700,350,Depth
Supercontig_12.7,1169301,1169500,200,Depth
Supercontig_12.7,1171601,1171800,200,"Blast,Depth"
Supercontig_12.7,1171801,1172300,500,Depth
Supercontig_12.7,1173001,1173500,500,Depth
Supercontig_12.7,1176301,1176400,100,Depth
Supercontig_12.7,1177751,1177850,100,Depth
Supercontig_12.7,1178051,1178350,300,Depth
Supercontig_12.7,1179101,1179700,600,Depth
Supercontig_12.7,1180651,1180850,200,Depth
Supercontig_12.7,1181251,1181350,100,Depth
Supercontig_12.7,1181801,1182050,250,Het
Supercontig_12.7,1182901,1183050,150,Het
Supercontig_12.7,1183301,1183400,100,Depth
Supercontig_12.7,1184451,1184600,150,Het
Supercontig_12.7,1184751,1184900,150,Depth
Supercontig_12.7,1187801,1188300,500,Depth
Supercontig_12.7,1188401,1188450,50,Blast
Supercontig_12.7,1188451,1188500,50,"Blast,Het"
Supercontig_12.7,1188501,1188600,100,"Blast,Depth,Het"
Supercontig_12.7,1188601,1188650,50,"Blast,Depth"
Supercontig_12.7,1188651,1188800,150,Blast
Supercontig_12.7,1189401,1189600,200,Het
Supercontig_12.7,1190051,1190250,200,Depth
Supercontig_12.7,1191151,1191250,100,Depth
Supercontig_12.7,1192351,1192500,150,Depth
Supercontig_12.7,1192901,1193800,900,Depth
Supercontig_12.7,1194001,1194150,150,Blast
Supercontig_12.7,1194151,1194400,250,"Blast,Depth"
Supercontig_12.7,1194401,1194600,200,Depth
Supercontig_12.7,1194901,1195050,150,Het
Supercontig_12.7,1195451,1195550,100,Depth
Supercontig_12.7,1195851,1196168,318,Depth
Supercontig_12.7,1196169,1196250,82,"Depth,Period"
Supercontig_12.7,1196251,1196475,225,Period
Supercontig_12.7,1196801,1197200,400,Het
Supercontig_12.7,1197301,1197850,550,Depth
Supercontig_12.7,1198051,1198250,200,Depth
Supercontig_12.7,1198501,1198800,300,Depth
Supercontig_12.7,1199051,1199200,150,Depth
Supercontig_12.7,1199601,1200300,700,Depth
Supercontig_12.7,1200401,1200600,200,Het
Supercontig_12.7,1200851,1200950,100,Depth
Supercontig_12.7,1201251,1201350,100,Depth
Supercontig_12.7,1201701,1201800,100,Depth
Supercontig_12.7,1202001,1202100,100,Depth
Supercontig_12.7,1203051,1203550,500,Depth
Supercontig_12.7,1204451,1204600,150,Het
Supercontig_12.7,1205251,1205400,150,Het
Supercontig_12.7,1208351,1208400,50,Depth
Supercontig_12.7,1208401,1208550,150,"Depth,Het"
Supercontig_12.7,1208551,1208650,100,Depth
Supercontig_12.7,1209801,1209950,150,Het
Supercontig_12.7,1210301,1210500,200,Depth
Supercontig_12.7,1211601,1211750,150,Het
Supercontig_12.7,1212551,1212650,100,Depth
Supercontig_12.7,1215251,1215400,150,Het
Supercontig_12.7,1215451,1215750,300,Depth
Supercontig_12.7,1216451,1216850,400,Depth
Supercontig_12.7,1216851,1217000,150,"Depth,Het"
Supercontig_12.7,1217001,1217050,50,Het
Supercontig_12.7,1217251,1217400,150,Depth
Supercontig_12.7,1217651,1217950,300,Depth
Supercontig_12.7,1218601,1219050,450,Depth
Supercontig_12.7,1219901,1220000,100,Depth
Supercontig_12.7,1220651,1220950,300,Depth
Supercontig_12.7,1223351,1224350,1000,Depth
Supercontig_12.7,1225851,1226000,150,Het
Supercontig_12.7,1226501,1226650,150,Het
Supercontig_12.7,1227351,1227450,100,Depth
Supercontig_12.7,1227451,1227600,150,"Depth,Het"
Supercontig_12.7,1227601,1227800,200,Depth
Supercontig_12.7,1228201,1228300,100,Depth
Supercontig_12.7,1228851,1229000,150,Het
Supercontig_12.7,1229701,1229800,100,Depth
Supercontig_12.7,1230951,1231100,150,Het
Supercontig_12.7,1232501,1232900,400,Depth
Supercontig_12.7,1233901,1234150,250,Depth
Supercontig_12.7,1235251,1235400,150,Depth
Supercontig_12.7,1236951,1237250,300,Depth
Supercontig_12.7,1238101,1238800,700,Depth
Supercontig_12.7,1239151,1239300,150,Het
Supercontig_12.7,1240151,1240700,550,Depth
Supercontig_12.7,1241151,1241200,50,Het
Supercontig_12.7,1241201,1241300,100,"Blast,Het"
Supercontig_12.7,1241301,1241400,100,Blast
Supercontig_12.7,1241901,1242050,150,Het
Supercontig_12.7,1242101,1242200,100,Depth
Supercontig_12.7,1242601,1242750,150,Het
Supercontig_12.7,1243551,1243650,100,Depth
Supercontig_12.7,1244151,1244300,150,"Depth,Het"
Supercontig_12.7,1244501,1244800,300,Depth
Supercontig_12.7,1245501,1245850,350,Depth
Supercontig_12.7,1246151,1247700,1550,Depth
Supercontig_12.7,1247951,1248100,150,Het
Supercontig_12.7,1248701,1249200,500,Depth
Supercontig_12.7,1251251,1251400,150,Het
Supercontig_12.7,1251451,1251950,500,Depth
Supercontig_12.7,1253001,1253200,200,Depth
Supercontig_12.7,1253401,1253450,50,Blast
Supercontig_12.7,1253451,1253600,150,"Blast,Depth"
Supercontig_12.7,1254051,1254200,150,Het
Supercontig_12.7,1254851,1255100,250,Depth
Supercontig_12.7,1255401,1255600,200,Het
Supercontig_12.7,1255951,1256250,300,Depth
Supercontig_12.7,1256451,1256700,250,Depth
Supercontig_12.7,1257251,1257350,100,Depth
Supercontig_12.7,1257701,1257850,150,Depth
Supercontig_12.7,1257851,1257950,100,"Depth,Het"
Supercontig_12.7,1257951,1258100,150,Het
Supercontig_12.7,1258751,1258900,150,Het
Supercontig_12.7,1260601,1260700,100,Depth
Supercontig_12.7,1261051,1261350,300,Depth
Supercontig_12.7,1261951,1262400,450,Depth
Supercontig_12.7,1263451,1263550,100,Depth
Supercontig_12.7,1264201,1264400,200,Blast
Supercontig_12.7,1264401,1264550,150,Depth
Supercontig_12.7,1265201,1265400,200,Blast
Supercontig_12.7,1266751,1267250,500,Depth
Supercontig_12.7,1267451,1267600,150,Het
Supercontig_12.7,1267601,1267850,250,"Blast,Het"
Supercontig_12.7,1267851,1268000,150,"Blast,Depth"
Supercontig_12.7,1268001,1268050,50,Depth
Supercontig_12.7,1268501,1268650,150,Het
Supercontig_12.7,1268651,1268750,100,"Depth,Het"
Supercontig_12.7,1268751,1268800,50,Het
Supercontig_12.7,1268801,1268950,150,"Blast,Het"
Supercontig_12.7,1268951,1269081,131,Blast
Supercontig_12.7,1269082,1269450,369,"Blast,Period"
Supercontig_12.7,1269451,1269463,13,"Blast,Het,Period"
Supercontig_12.7,1269464,1270100,637,"Blast,Het"
Supercontig_12.7,1270101,1270650,550,Blast
Supercontig_12.7,1270651,1270950,300,"Blast,Het"
Supercontig_12.7,1270951,1271600,650,"Blast,Depth,Het"
Supercontig_12.7,1271601,1271750,150,"Blast,Depth"
Supercontig_12.7,1271751,1271950,200,Blast
Supercontig_12.7,1271951,1272439,489,"Blast,Het"
Supercontig_12.7,1272440,1272600,161,"Blast,Het,Period"
Supercontig_12.7,1272601,1272700,100,"Blast,Depth,Het,Period"
Supercontig_12.7,1272701,1272800,100,"Blast,Depth,Period"
Supercontig_12.7,1272801,1272900,100,"Blast,Period"
Supercontig_12.7,1272901,1273176,276,"Blast,Het,Period"
Supercontig_12.7,1273177,1273950,774,"Blast,Het"
Supercontig_12.7,1273951,1274000,50,Blast
Supercontig_12.7,1274151,1274200,50,Het
Supercontig_12.7,1274201,1278050,3850,"Blast,Het"
Supercontig_12.7,1278051,1278500,450,Blast
Supercontig_12.7,1278501,1278578,78,"Blast,Het"
Supercontig_12.7,1278579,1278700,122,"Blast,Het,Period"
Supercontig_12.7,1278701,1278800,100,"Blast,Period"
Supercontig_12.7,1278801,1278862,62,Period
Supercontig_12.7,1279001,1279150,150,"Blast,Het"
Supercontig_12.7,1279151,1279450,300,"Blast,Depth,Het"
Supercontig_12.7,1279451,1279800,350,"Blast,Het"
Supercontig_12.7,1279801,1280400,600,Blast
Supercontig_12.7,1280601,1281151,551,Blast
Supercontig_12.7,1281152,1281425,274,"Blast,Period"
Supercontig_12.7,1281426,1281900,475,Blast
Supercontig_12.7,1281901,1282100,200,"Blast,Het"
Supercontig_12.7,1282101,1282268,168,Blast
Supercontig_12.7,1282269,1282750,482,"Blast,Period"
Supercontig_12.7,1282751,1282753,3,"Blast,Het,Period"
Supercontig_12.7,1282754,1282950,197,"Blast,Het"
Supercontig_12.7,1282951,1283200,250,"Blast,Depth,Het"
Supercontig_12.7,1283201,1283250,50,Het
Supercontig_12.7,1285151,1285250,100,Depth
Supercontig_12.7,1285951,1286150,200,Het
Supercontig_12.7,1287101,1287800,700,Depth
Supercontig_12.7,1288351,1288550,200,Het
Supercontig_12.7,1290901,1291000,100,Depth
Supercontig_12.7,1293401,1293550,150,Het
Supercontig_12.7,1294251,1294400,150,Het
Supercontig_12.7,1295401,1295550,150,Het
Supercontig_12.7,1296201,1296500,300,Depth
Supercontig_12.7,1297801,1297900,100,Depth
Supercontig_12.7,1298151,1298600,450,Depth
Supercontig_12.7,1298901,1299000,100,Depth
Supercontig_12.7,1299901,1300050,150,Het
Supercontig_12.7,1300701,1300900,200,Depth
Supercontig_12.7,1301251,1301350,100,Depth
Supercontig_12.7,1302001,1302200,200,Blast
Supercontig_12.7,1303801,1303900,100,Depth
Supercontig_12.7,1305551,1305650,100,Depth
Supercontig_12.7,1306001,1306600,600,Blast
Supercontig_12.7,1306851,1306900,50,Depth
Supercontig_12.7,1306901,1307050,150,"Depth,Het"
Supercontig_12.7,1307051,1307150,100,Depth
Supercontig_12.7,1308251,1308750,500,Het
Supercontig_12.7,1309701,1310250,550,Depth
Supercontig_12.7,1310601,1310750,150,Het
Supercontig_12.7,1311251,1311400,150,Het
Supercontig_12.7,1311401,1311600,200,"Blast,Het"
Supercontig_12.7,1311851,1312000,150,Depth
Supercontig_12.7,1312951,1313050,100,Depth
Supercontig_12.7,1313251,1313800,550,Depth
Supercontig_12.7,1314051,1314200,150,Het
Supercontig_12.7,1314701,1315050,350,Depth
Supercontig_12.7,1315051,1315200,150,Het
Supercontig_12.7,1315951,1316150,200,Depth
Supercontig_12.7,1316201,1316350,150,Het
Supercontig_12.7,1316851,1317100,250,Depth
Supercontig_12.7,1318101,1318600,500,Depth
Supercontig_12.7,1318601,1318650,50,"Blast,Depth"
Supercontig_12.7,1318651,1318664,14,"Blast,Depth,Het"
Supercontig_12.7,1318665,1318800,136,"Blast,Depth,Het,Period"
Supercontig_12.7,1318801,1319050,250,"Blast,Het,Period"
Supercontig_12.7,1319051,1319550,500,"Blast,Depth,Het,Period"
Supercontig_12.7,1319551,1320250,700,"Blast,Het,Period"
Supercontig_12.7,1320251,1320400,150,"Blast,Depth,Het,Period"
Supercontig_12.7,1320401,1320600,200,"Blast,Het,Period"
Supercontig_12.7,1320601,1321150,550,"Blast,Depth,Het,Period"
Supercontig_12.7,1321151,1321300,150,"Blast,Het,Period"
Supercontig_12.7,1321301,1321950,650,"Blast,Period"
Supercontig_12.7,1321951,1322150,200,"Blast,Het,Period"
Supercontig_12.7,1322151,1322450,300,"Blast,Depth,Het,Period"
Supercontig_12.7,1322451,1322650,200,"Blast,Het,Period"
Supercontig_12.7,1322651,1323000,350,"Blast,Period"
Supercontig_12.7,1323001,1323031,31,Period
Supercontig_12.7,1323251,1323300,50,Depth
Supercontig_12.7,1323301,1323400,100,"Depth,Het"
Supercontig_12.7,1323401,1324000,600,"Blast,Depth,Het"
Supercontig_12.7,1324001,1324250,250,"Blast,Het"
Supercontig_12.7,1324251,1324600,350,Blast
Supercontig_12.7,1324601,1324850,250,"Blast,Het"
Supercontig_12.7,1324851,1324852,2,Blast
Supercontig_12.7,1324853,1325202,350,"Blast,Period"
Supercontig_12.7,1325203,1325361,159,Blast
Supercontig_12.7,1325362,1327400,2039,"Blast,Period"
Supercontig_12.7,1327401,1327600,200,Period
Supercontig_12.7,1327601,1328700,1100,"Blast,Period"
Supercontig_12.7,1328701,1328702,2,"Blast,Het,Period"
Supercontig_12.7,1328703,1328926,224,"Blast,Het"
Supercontig_12.7,1328927,1329000,74,"Blast,Het,Period"
Supercontig_12.7,1329001,1329300,300,"Blast,Period"
Supercontig_12.7,1329301,1329650,350,"Blast,Het,Period"
Supercontig_12.7,1329651,1330350,700,"Blast,Period"
Supercontig_12.7,1330351,1330500,150,"Blast,Het,Period"
Supercontig_12.7,1330501,1331500,1000,"Blast,Period"
Supercontig_12.7,1331501,1331700,200,"Blast,Depth,Period"
Supercontig_12.7,1331701,1331800,100,"Blast,Period"
Supercontig_12.7,1331801,1333800,2000,"Blast,Het,Period"
Supercontig_12.7,1333801,1334000,200,"Het,Period"
Supercontig_12.7,1334001,1335000,1000,"Blast,Het,Period"
Supercontig_12.7,1335001,1335086,86,"Blast,Depth,Het,Period"
Supercontig_12.7,1335087,1335100,14,"Blast,Depth,Het"
Supercontig_12.7,1335101,1335362,262,"Blast,Het"
Supercontig_12.7,1335363,1335550,188,"Blast,Het,Period"
Supercontig_12.7,1335551,1335800,250,"Blast,Period"
Supercontig_12.7,1335801,1336000,200,"Blast,Het,Period"
Supercontig_12.7,1336001,1336037,37,"Blast,Period"
Supercontig_12.7,1336038,1336200,163,Blast
Supercontig_12.7,1336201,1336400,200,Het
Supercontig_12.7,1336401,1336600,200,"Blast,Het"
Supercontig_12.7,1336601,1337150,550,"Blast,Depth,Het"
Supercontig_12.7,1337151,1337848,698,"Blast,Het"
Supercontig_12.7,1337849,1337850,2,"Blast,Het,Period"
Supercontig_12.7,1337851,1338184,334,"Blast,Period"
Supercontig_12.7,1338185,1338200,16,Blast
Supercontig_12.7,1338201,1339100,900,"Blast,Het"
Supercontig_12.7,1339101,1339750,650,Blast
Supercontig_12.7,1339751,1340450,700,"Blast,Het"
Supercontig_12.7,1340451,1341350,900,Blast
Supercontig_12.7,1341351,1341400,50,"Blast,Het"
Supercontig_12.7,1341401,1341600,200,Het
Supercontig_12.7,1341601,1341750,150,"Blast,Het"
Supercontig_12.7,1341751,1343100,1350,"Blast,Depth,Het"
Supercontig_12.7,1343101,1343600,500,"Blast,Het"
Supercontig_12.7,1343601,1344200,600,"Blast,Depth,Het"
Supercontig_12.7,1344601,1344750,150,Depth
Supercontig_12.7,1345351,1345550,200,Het
Supercontig_12.7,1345801,1345900,100,Blast
Supercontig_12.7,1345901,1346200,300,"Blast,Depth"
Supercontig_12.7,1346201,1346300,100,Depth
Supercontig_12.7,1347201,1347900,700,Depth
Supercontig_12.7,1348251,1348400,150,Het
Supercontig_12.7,1349001,1349150,150,Het
Supercontig_12.7,1349501,1349650,150,Depth
Supercontig_12.7,1349651,1349700,50,"Depth,Het"
Supercontig_12.7,1349701,1349800,100,Het
Supercontig_12.7,1350151,1350250,100,Depth
Supercontig_12.7,1350801,1351000,200,Blast
Supercontig_12.7,1351201,1351300,100,Blast
Supercontig_12.7,1351301,1351400,100,"Blast,Depth"
Supercontig_12.7,1351401,1351850,450,Depth
Supercontig_12.7,1352051,1352200,150,"Depth,Het"
Supercontig_12.7,1352701,1353050,350,Depth
Supercontig_12.7,1353351,1353550,200,Het
Supercontig_12.7,1354051,1354300,250,Het
Supercontig_12.7,1354301,1354400,100,"Depth,Het"
Supercontig_12.7,1354401,1354450,50,Het
Supercontig_12.7,1355101,1355500,400,Depth
Supercontig_12.7,1355551,1355700,150,Het
Supercontig_12.7,1355851,1355950,100,Depth
Supercontig_12.7,1356401,1356600,200,Blast
Supercontig_12.7,1356801,1357050,250,Depth
Supercontig_12.7,1357801,1358100,300,Depth
Supercontig_12.7,1358351,1358900,550,Depth
Supercontig_12.7,1359151,1359400,250,Depth
Supercontig_12.7,1360151,1360200,50,Depth
Supercontig_12.7,1360201,1360250,50,"Blast,Depth"
Supercontig_12.7,1360251,1360400,150,Blast
Supercontig_12.7,1360501,1360650,150,Het
Supercontig_12.7,1361251,1361550,300,Depth
Supercontig_12.7,1361751,1361850,100,Depth
Supercontig_12.7,1362101,1362250,150,Depth
Supercontig_12.7,1362451,1362550,100,Depth
Supercontig_12.7,1363851,1364200,350,Depth
Supercontig_12.7,1364251,1364450,200,Het
Supercontig_12.7,1365201,1365350,150,Het
Supercontig_12.7,1365601,1365700,100,Depth
Supercontig_12.7,1365701,1365800,100,"Depth,Het"
Supercontig_12.7,1365801,1365900,100,Het
Supercontig_12.7,1366101,1366200,100,Depth
Supercontig_12.7,1366751,1367100,350,Depth
Supercontig_12.7,1367801,1368000,200,Blast
Supercontig_12.7,1370401,1370550,150,"Depth,Het"
Supercontig_12.7,1370751,1370950,200,Het
Supercontig_12.7,1371151,1371300,150,Het
Supercontig_12.7,1371401,1371600,200,Blast
Supercontig_12.7,1371951,1372200,250,Depth
Supercontig_12.7,1372801,1372950,150,Het
Supercontig_12.7,1373051,1373250,200,Depth
Supercontig_12.7,1373751,1373850,100,Depth
Supercontig_12.7,1374501,1374650,150,Depth
Supercontig_12.7,1374651,1374750,100,"Depth,Het"
Supercontig_12.7,1374751,1375100,350,Het
Supercontig_12.7,1375301,1375450,150,Het
Supercontig_12.7,1375501,1375600,100,Depth
Supercontig_12.7,1375701,1375950,250,Het
Supercontig_12.7,1376201,1376350,150,Het
Supercontig_12.7,1377101,1377250,150,Het
Supercontig_12.7,1377901,1378000,100,Depth
Supercontig_12.7,1378301,1378600,300,Depth
Supercontig_12.7,1378651,1378850,200,Het
Supercontig_12.7,1379801,1379950,150,Het
Supercontig_12.7,1380351,1380400,50,Depth
Supercontig_12.7,1380401,1380450,50,"Blast,Depth"
Supercontig_12.7,1380451,1380600,150,Blast
Supercontig_12.7,1380651,1380800,150,Het
Supercontig_12.7,1381001,1381150,150,Het
Supercontig_12.7,1382051,1382350,300,Depth
Supercontig_12.7,1382751,1382800,50,Het
Supercontig_12.7,1382801,1382950,150,"Depth,Het"
Supercontig_12.7,1382951,1383150,200,Het
Supercontig_12.7,1384151,1384350,200,Het
Supercontig_12.7,1384701,1384850,150,Depth
Supercontig_12.7,1385601,1385800,200,Depth
Supercontig_12.7,1386301,1386700,400,Het
Supercontig_12.7,1387601,1387900,300,Depth
Supercontig_12.7,1388401,1389450,1050,Depth
Supercontig_12.7,1391501,1391750,250,Depth
Supercontig_12.7,1392901,1393250,350,Depth
Supercontig_12.7,1395401,1395650,250,Depth
Supercontig_12.7,1396551,1396700,150,Het
Supercontig_12.7,1398201,1398300,100,Depth
Supercontig_12.7,1398951,1399100,150,Het
Supercontig_12.7,1399201,1399400,200,Blast
Supercontig_12.7,1399501,1399650,150,Het
Supercontig_12.7,1400351,1401650,1300,Depth
Supercontig_12.7,1401801,1401950,150,Het
Supercontig_12.7,1403801,1404000,200,Het
Supercontig_12.7,1405151,1405350,200,Het
Supercontig_12.7,1405401,1405500,100,Depth
Supercontig_12.7,1405551,1405700,150,Het
Supercontig_12.7,1406051,1406200,150,Het
Supercontig_12.7,1406251,1406350,100,Depth
Supercontig_12.7,1406601,1406700,100,Depth
Supercontig_12.7,1409201,1409400,200,Blast
Supercontig_12.7,1409501,1410050,550,Depth
Supercontig_12.7,1411551,1411800,250,Het
Supercontig_12.7,1411801,1411850,50,"Blast,Het"
Supercontig_12.7,1411851,1411950,100,"Blast,Depth"
Supercontig_12.7,1411951,1412000,50,Blast
Supercontig_12.7,1412401,1412800,400,Depth
Supercontig_12.7,1413551,1413950,400,Het
Supercontig_12.7,1414601,1414750,150,Het
Supercontig_12.7,1414751,1414800,50,"Depth,Het"
Supercontig_12.7,1414801,1415150,350,Depth
Supercontig_12.7,1417251,1417350,100,Depth
Supercontig_12.7,1417851,1418250,400,Depth
Supercontig_12.7,1418751,1418900,150,Het
Supercontig_12.7,1419801,1419950,150,Het
Supercontig_12.7,1420001,1420200,200,Blast
Supercontig_12.7,1420301,1420400,100,Depth
Supercontig_12.7,1420801,1420950,150,Het
Supercontig_12.7,1421001,1421200,200,Blast
Supercontig_12.7,1422101,1422300,200,Het
Supercontig_12.7,1422301,1422450,150,"Depth,Het"
Supercontig_12.7,1422451,1422550,100,Het
Supercontig_12.7,1423801,1423850,50,Blast
Supercontig_12.7,1423851,1424000,150,"Blast,Het"
Supercontig_12.7,1424001,1424250,250,Het
Supercontig_12.7,1425351,1425500,150,Het
